"Município;""0 a 4 anos"";""5 a 9 anos"";""10 a 14 anos"";""15 a 19 anos"";""20 a 29 anos"";""30 a 39 anos"";""40 a 49 anos"";""50 a 59 anos"";""60 a 69 anos"";""70 a 79 anos"";""80 anos e mais"";""Total"""
351385 Dirce Reis;181;118;61;79;266;221;260;246;171;133;36;1772
351390 Divinolândia;616;629;568;876;1786;1630;1681;1579;1182;657;293;11497
351400 Dobrada;766;737;711;771;1586;1456;998;721;499;223;123;8591
351410 Dois Córregos;2268;2043;1809;2090;4302;4109;3347;2708;1971;1262;612;26521
351420 Dolcinópolis;65;151;135;128;292;325;285;326;214;170;52;2143
351430 Dourado;495;591;491;661;1365;1303;1191;1160;860;520;260;8897
351440 Dracena;2511;2627;2551;3034;6710;7275;6589;6276;4203;2783;1285;45844
351450 Duartina;633;883;729;882;1817;1789;1812;1655;1182;785;401;12568
351460 Dumont;508;698;768;700;1804;1487;1183;1007;580;291;151;9177
351470 Echaporã;492;366;420;519;933;802;854;775;584;393;176;6314
351480 Eldorado;1163;1151;1528;1710;2134;2087;1971;1531;1093;659;312;15339
351490 Elias Fausto;1066;1176;1414;1431;2976;2727;2459;1881;1128;574;252;17084
351492 Elisiário;274;179;189;263;587;591;466;356;286;176;82;3449
351495 Embaúba;118;186;169;142;390;369;373;305;223;143;61;2479
351500 Embu das Artes;19818;20450;23614;24756;44149;45683;37133;24775;15173;4529;1701;261781
351510 Embu-Guaçu;4605;5077;6186;6212;10716;10750;9121;7308;4522;1959;838;67294
351512 Emilianópolis;185;228;180;219;493;420;483;393;300;202;70;3173
351515 Engenheiro Coelho;1491;1629;1746;1695;3623;3239;2319;1432;828;445;165;18612
351518 Espírito Santo do Pinhal;2359;2491;3008;3323;6860;6502;6522;5599;3850;2269;1114;43897
351519 Espírito Santo do Turvo;353;428;369;352;867;681;573;506;311;123;57;4620
355730 Estiva Gerbi;753;727;772;869;1870;1695;1544;1353;769;372;149;10873
351520 Estrela d'Oeste;420;524;559;512;1247;1289;1178;1166;829;529;212;8465
351530 Estrela do Norte;232;205;175;221;474;353;399;337;191;121;53;2761
351535 Euclides da Cunha Paulista;677;698;771;878;1523;1314;1492;1093;612;430;155;9643
351540 Fartura;1106;1073;1130;1176;2399;2274;2170;2113;1362;809;349;15961
351560 Fernando Prestes;372;364;325;322;839;795;846;687;603;421;187;5761
351550 Fernandópolis;3348;3993;4176;4758;9879;10421;9978;9511;6271;3940;1845;68120
351565 Fernão;74;120;132;114;239;269;235;182;168;93;44;1670
351570 Ferraz de Vasconcelos;14000;14120;16343;17894;33465;28824;26050;18787;10267;3575;1375;184700
351580 Flora Rica;93;62;83;128;215;161;281;211;177;142;83;1636
351590 Floreal;40;169;136;204;411;365;472;469;369;260;115;3010
351600 Flórida Paulista;849;817;885;915;2617;2641;1841;1458;1023;668;287;14001
351610 Florínia;152;199;167;239;365;361;435;337;324;162;58;2799
351620 Franca;21618;24749;25571;27566;57941;51225;48210;40608;26345;12641;5640;342114
351630 Francisco Morato;13859;14041;15960;16477;30196;26757;21408;16548;9200;2749;1048;168243
351640 Franco da Rocha;10321;11076;12488;12924;26220;26544;19391;13790;8883;2890;1229;145756
351650 Gabriel Monteiro;163;163;137;170;381;332;479;412;279;197;71;2784
351660 Gália;389;386;424;510;947;1068;920;937;679;410;222;6892
351670 Garça;2717;2891;3101;3251;6606;7007;6110;5413;3926;2281;1231;44534
